compound	Species	V1	Var	Mean	VarShare	metID
C00156	Akkermansia_muciniphila_ATCC_BAA_835	0.0175164919566463	0.711603783408182	-0.266411269347399	0.0246155126842527	4-Hydroxybenzoate
C00156	Alistipes_finegoldii_DSM_17242	0.000952968812258001	0.711603783408182	-0.266411269347399	0.00133918457781916	4-Hydroxybenzoate
C00156	Alistipes_onderdonkii_DSM_19147	-0.000945017746703294	0.711603783408182	-0.266411269347399	-0.00132801113307351	4-Hydroxybenzoate
C00156	Alistipes_putredinis_DSM_17216	0.000651682294630892	0.711603783408182	-0.266411269347399	0.000915793746218858	4-Hydroxybenzoate
C00156	Bacteroides_caccae_ATCC_43185	0	0.711603783408182	-0.266411269347399	0	4-Hydroxybenzoate
C00156	Bacteroides_cellulosilyticus_DSM_14838	0	0.711603783408182	-0.266411269347399	0	4-Hydroxybenzoate
C00156	Bacteroides_dorei_DSM_17855	0	0.711603783408182	-0.266411269347399	0	4-Hydroxybenzoate
C00156	Bacteroides_finegoldii_DSM_17565	0	0.711603783408182	-0.266411269347399	0	4-Hydroxybenzoate
C00156	Bacteroides_fragilis_YCH46	-0.00172342737661799	0.711603783408182	-0.266411269347399	-0.00242189181227191	4-Hydroxybenzoate
C00156	Bacteroides_ovatus_ATCC_8483	0	0.711603783408182	-0.266411269347399	0	4-Hydroxybenzoate
C00156	Bacteroides_thetaiotaomicron_VPI_5482	0.0167195900589763	0.711603783408182	-0.266411269347399	0.0234956452576726	4-Hydroxybenzoate
C00156	Bacteroides_uniformis_ATCC_8492	0	0.711603783408182	-0.266411269347399	0	4-Hydroxybenzoate
C00156	Bacteroides_vulgatus_ATCC_8482	0.0133936301261209	0.711603783408182	-0.266411269347399	0.0188217522705865	4-Hydroxybenzoate
C00156	Burkholderiales_bacterium_1_1_47	0	0.711603783408182	-0.266411269347399	0	4-Hydroxybenzoate
C00156	Clostridiales_sp_1_7_47FAA	0	0.711603783408182	-0.266411269347399	0	4-Hydroxybenzoate
C00156	Clostridium_bolteae_ATCC_BAA_613	0	0.711603783408182	-0.266411269347399	0	4-Hydroxybenzoate
C00156	Clostridium_hathewayi_12489931	0	0.711603783408182	-0.266411269347399	0	4-Hydroxybenzoate
C00156	Clostridium_scindens_ATCC_35704	0	0.711603783408182	-0.266411269347399	0	4-Hydroxybenzoate
C00156	Clostridium_spiroforme_DSM_1552	0	0.711603783408182	-0.266411269347399	0	4-Hydroxybenzoate
C00156	Clostridium_symbiosum_WAL_14163	0	0.711603783408182	-0.266411269347399	0	4-Hydroxybenzoate
C00156	Coprobacillus_sp_D7	0	0.711603783408182	-0.266411269347399	0	4-Hydroxybenzoate
C00156	Erysipelotrichaceae_bacterium_5_2_54FAA	0	0.711603783408182	-0.266411269347399	0	4-Hydroxybenzoate
C00156	Escherichia_coli_str_K_12_substr_MG1655	-0.00187542103593541	0.711603783408182	-0.266411269347399	-0.00263548491402505	4-Hydroxybenzoate
C00156	Eubacterium_eligens_ATCC_27750	0	0.711603783408182	-0.266411269347399	0	4-Hydroxybenzoate
C00156	Flavonifractor_plautii_ATCC_29863	0	0.711603783408182	-0.266411269347399	0	4-Hydroxybenzoate
C00156	Parabacteroides_distasonis_ATCC_8503	0.0180158138810235	0.711603783408182	-0.266411269347399	0.0253171979984956	4-Hydroxybenzoate
C00156	Parabacteroides_merdae_ATCC_43184	0	0.711603783408182	-0.266411269347399	0	4-Hydroxybenzoate
C00156	Paraprevotella_clara_YIT_11840	0.00101885901133081	0.711603783408182	-0.266411269347399	0.00143177851929208	4-Hydroxybenzoate
C00156	Pseudoflavonifractor_capillosus_strain_ATCC_29799	0	0.711603783408182	-0.266411269347399	0	4-Hydroxybenzoate
C00156	Ruminococcus_sp_5_1_39BFAA	0	0.711603783408182	-0.266411269347399	0	4-Hydroxybenzoate
C00156	Ruminococcus_torques_ATCC_27756	0	0.711603783408182	-0.266411269347399	0	4-Hydroxybenzoate
C00156	Residual	0.647878613426452	0.711603783408182	-0.266411269347399	0.910448522805033	4-Hydroxybenzoate
C00158	Akkermansia_muciniphila_ATCC_BAA_835	0.079642488953311	0.450221150081198	4.00630091251331	0.176896374012965	Citrate
C00158	Alistipes_finegoldii_DSM_17242	-0.00527751082831045	0.450221150081198	4.00630091251331	-0.0117220411065954	Citrate
C00158	Alistipes_onderdonkii_DSM_19147	-0.00282908192220667	0.450221150081198	4.00630091251331	-0.00628376059564602	Citrate
C00158	Alistipes_putredinis_DSM_17216	0	0.450221150081198	4.00630091251331	0	Citrate
C00158	Bacteroides_caccae_ATCC_43185	-0.00618636738479369	0.450221150081198	4.00630091251331	-0.0137407302692865	Citrate
C00158	Bacteroides_cellulosilyticus_DSM_14838	-0.0368838012519289	0.450221150081198	4.00630091251331	-0.0819237417995064	Citrate
C00158	Bacteroides_dorei_DSM_17855	-0.0272400501758645	0.450221150081198	4.00630091251331	-0.0605037106118888	Citrate
C00158	Bacteroides_finegoldii_DSM_17565	0.00833987053215332	0.450221150081198	4.00630091251331	0.0185239421352134	Citrate
C00158	Bacteroides_fragilis_YCH46	-0.012252577948245	0.450221150081198	4.00630091251331	-0.0272145765387415	Citrate
C00158	Bacteroides_ovatus_ATCC_8483	-0.0660176003619593	0.450221150081198	4.00630091251331	-0.146633716230464	Citrate
C00158	Bacteroides_thetaiotaomicron_VPI_5482	0.0175211385515758	0.450221150081198	4.00630091251331	0.0389167380262253	Citrate
C00158	Bacteroides_uniformis_ATCC_8492	-0.0284622959163424	0.450221150081198	4.00630091251331	-0.0632184780995054	Citrate
C00158	Bacteroides_vulgatus_ATCC_8482	-0.0815135737334457	0.450221150081198	4.00630091251331	-0.181052297784644	Citrate
C00158	Burkholderiales_bacterium_1_1_47	0	0.450221150081198	4.00630091251331	0	Citrate
C00158	Clostridiales_sp_1_7_47FAA	0.00681384700622123	0.450221150081198	4.00630091251331	0.0151344444946497	Citrate
C00158	Clostridium_bolteae_ATCC_BAA_613	0.00227447851972411	0.450221150081198	4.00630091251331	0.00505191397452987	Citrate
C00158	Clostridium_hathewayi_12489931	0.123698636534539	0.450221150081198	4.00630091251331	0.27475083414502	Citrate
C00158	Clostridium_scindens_ATCC_35704	0.00479884217439474	0.450221150081198	4.00630091251331	0.0106588554836423	Citrate
C00158	Clostridium_spiroforme_DSM_1552	0.00934492306221468	0.450221150081198	4.00630091251331	0.0207562951241391	Citrate
C00158	Clostridium_symbiosum_WAL_14163	0.00236998651701577	0.450221150081198	4.00630091251331	0.00526404971554166	Citrate
C00158	Coprobacillus_sp_D7	0.00271796239702914	0.450221150081198	4.00630091251331	0.00603694961140531	Citrate
C00158	Erysipelotrichaceae_bacterium_5_2_54FAA	0.00459278277540119	0.450221150081198	4.00630091251331	0.0102011706348599	Citrate
C00158	Escherichia_coli_str_K_12_substr_MG1655	0.00466488591515997	0.450221150081198	4.00630091251331	0.0103613211292243	Citrate
C00158	Eubacterium_eligens_ATCC_27750	0.00238159767102642	0.450221150081198	4.00630091251331	0.00528983960570687	Citrate
C00158	Flavonifractor_plautii_ATCC_29863	-0.00000504604117283139	0.450221150081198	4.00630091251331	-0.0000112079167580673	Citrate
C00158	Parabacteroides_distasonis_ATCC_8503	0.0077997307637955	0.450221150081198	4.00630091251331	0.0173242211352994	Citrate
C00158	Parabacteroides_merdae_ATCC_43184	0.00231784889497097	0.450221150081198	4.00630091251331	0.00514824524470461	Citrate
C00158	Paraprevotella_clara_YIT_11840	-0.00129456497292672	0.450221150081198	4.00630091251331	-0.00287539795208033	Citrate
C00158	Pseudoflavonifractor_capillosus_strain_ATCC_29799	0.01749677923342	0.450221150081198	4.00630091251331	0.0388626327978249	Citrate
C00158	Ruminococcus_sp_5_1_39BFAA	0.00120662667158754	0.450221150081198	4.00630091251331	0.00268007549483165	Citrate
C00158	Ruminococcus_torques_ATCC_27756	0.00421515494540165	0.450221150081198	4.00630091251331	0.0093624098837681	Citrate
C00158	Residual	0.415986039499452	0.450221150081198	4.00630091251331	0.923959346255564	Citrate
C00132	Akkermansia_muciniphila_ATCC_BAA_835	0.00000000000000000200218539044477	0.377059851378684	0.157004046443862	0.00000000000000000530999358092348	Methanol
C00132	Alistipes_finegoldii_DSM_17242	0.000646945650402205	0.377059851378684	0.157004046443862	0.00171576381849382	Methanol
C00132	Alistipes_onderdonkii_DSM_19147	0	0.377059851378684	0.157004046443862	0	Methanol
C00132	Alistipes_putredinis_DSM_17216	0	0.377059851378684	0.157004046443862	0	Methanol
C00132	Bacteroides_caccae_ATCC_43185	-0.00000000000000000024529173519844	0.377059851378684	0.157004046443862	-0.000000000000000000650537929990568	Methanol
C00132	Bacteroides_cellulosilyticus_DSM_14838	0	0.377059851378684	0.157004046443862	0	Methanol
C00132	Bacteroides_dorei_DSM_17855	0.00000000000000000107781064879866	0.377059851378684	0.157004046443862	0.00000000000000000285846038727738	Methanol
C00132	Bacteroides_finegoldii_DSM_17565	0.000000000000000000454546703578658	0.377059851378684	0.157004046443862	0.00000000000000000120550279197494	Methanol
C00132	Bacteroides_fragilis_YCH46	-0.0000000000000000000662326066148707	0.377059851378684	0.157004046443862	-0.000000000000000000175655420148014	Methanol
C00132	Bacteroides_ovatus_ATCC_8483	-0.000000000000000000199831766038167	0.377059851378684	0.157004046443862	-0.000000000000000000529973597845277	Methanol
C00132	Bacteroides_thetaiotaomicron_VPI_5482	-0.00000000000000000053340838779059	0.377059851378684	0.157004046443862	-0.00000000000000000141465177435421	Methanol
C00132	Bacteroides_uniformis_ATCC_8492	-0.0000000000000000000305018522359666	0.377059851378684	0.157004046443862	-0.0000000000000000000808939273816594	Methanol
C00132	Bacteroides_vulgatus_ATCC_8482	0.000000000000000000454830726491038	0.377059851378684	0.157004046443862	0.00000000000000000120625604881557	Methanol
C00132	Burkholderiales_bacterium_1_1_47	0	0.377059851378684	0.157004046443862	0	Methanol
C00132	Clostridiales_sp_1_7_47FAA	-0.000811939827284388	0.377059851378684	0.157004046443862	-0.00215334468603752	Methanol
C00132	Clostridium_bolteae_ATCC_BAA_613	-0.00440633110374926	0.377059851378684	0.157004046443862	-0.0116860256737436	Methanol
C00132	Clostridium_hathewayi_12489931	0	0.377059851378684	0.157004046443862	0	Methanol
C00132	Clostridium_scindens_ATCC_35704	0	0.377059851378684	0.157004046443862	0	Methanol
C00132	Clostridium_spiroforme_DSM_1552	0.00592788663252497	0.377059851378684	0.157004046443862	0.0157213413489933	Methanol
C00132	Clostridium_symbiosum_WAL_14163	0	0.377059851378684	0.157004046443862	0	Methanol
C00132	Coprobacillus_sp_D7	0.0029004090642381	0.377059851378684	0.157004046443862	0.00769217155746766	Methanol
C00132	Erysipelotrichaceae_bacterium_5_2_54FAA	0.00243155611658342	0.377059851378684	0.157004046443862	0.00644872719196344	Methanol
C00132	Escherichia_coli_str_K_12_substr_MG1655	0	0.377059851378684	0.157004046443862	0	Methanol
C00132	Eubacterium_eligens_ATCC_27750	-0.00014605663290856	0.377059851378684	0.157004046443862	-0.000387356628860161	Methanol
C00132	Flavonifractor_plautii_ATCC_29863	0	0.377059851378684	0.157004046443862	0	Methanol
C00132	Parabacteroides_distasonis_ATCC_8503	-0.00000000000000000305582650546701	0.377059851378684	0.157004046443862	-0.00000000000000000810435397535342	Methanol
C00132	Parabacteroides_merdae_ATCC_43184	0.000000000000000000217516885837374	0.377059851378684	0.157004046443862	0.000000000000000000576876283810233	Methanol
C00132	Paraprevotella_clara_YIT_11840	0.00150006794878671	0.377059851378684	0.157004046443862	0.00397832848897025	Methanol
C00132	Pseudoflavonifractor_capillosus_strain_ATCC_29799	0.0173010587414266	0.377059851378684	0.157004046443862	0.0458841180734753	Methanol
C00132	Ruminococcus_sp_5_1_39BFAA	0.0000265493847146326	0.377059851378684	0.157004046443862	0.0000704115927950356	Methanol
C00132	Ruminococcus_torques_ATCC_27756	0	0.377059851378684	0.157004046443862	0	Methanol
C00132	Residual	0.35168970540395	0.377059851378684	0.157004046443862	0.932715864916482	Methanol
C00469	Akkermansia_muciniphila_ATCC_BAA_835	0.0184692038910003	1.26357987488118	-0.722674373356556	0.0146165701576539	Ethanol
C00469	Alistipes_finegoldii_DSM_17242	0	1.26357987488118	-0.722674373356556	0	Ethanol
C00469	Alistipes_onderdonkii_DSM_19147	-0.000828113916077282	1.26357987488118	-0.722674373356556	-0.000655371245252821	Ethanol
C00469	Alistipes_putredinis_DSM_17216	0.00220282767649738	1.26357987488118	-0.722674373356556	0.00174332285618629	Ethanol
C00469	Bacteroides_caccae_ATCC_43185	0	1.26357987488118	-0.722674373356556	0	Ethanol
C00469	Bacteroides_cellulosilyticus_DSM_14838	0.015729047858791	1.26357987488118	-0.722674373356556	0.0124480044130729	Ethanol
C00469	Bacteroides_dorei_DSM_17855	-0.00434939809746522	1.26357987488118	-0.722674373356556	-0.00344212359181031	Ethanol
C00469	Bacteroides_finegoldii_DSM_17565	-0.00676946066154338	1.26357987488118	-0.722674373356556	-0.00535736663436488	Ethanol
C00469	Bacteroides_fragilis_YCH46	0	1.26357987488118	-0.722674373356556	0	Ethanol
C00469	Bacteroides_ovatus_ATCC_8483	0.0321184285241617	1.26357987488118	-0.722674373356556	0.025418597717997	Ethanol
C00469	Bacteroides_thetaiotaomicron_VPI_5482	-0.0189667391830758	1.26357987488118	-0.722674373356556	-0.0150103207245678	Ethanol
C00469	Bacteroides_uniformis_ATCC_8492	0	1.26357987488118	-0.722674373356556	0	Ethanol
C00469	Bacteroides_vulgatus_ATCC_8482	0.0266369431273881	1.26357987488118	-0.722674373356556	0.0210805376509284	Ethanol
C00469	Burkholderiales_bacterium_1_1_47	-0.0144309873054361	1.26357987488118	-0.722674373356556	-0.0114207163253476	Ethanol
C00469	Clostridiales_sp_1_7_47FAA	-0.00105941498567641	1.26357987488118	-0.722674373356556	-0.000838423440208738	Ethanol
C00469	Clostridium_bolteae_ATCC_BAA_613	0.00764574719670732	1.26357987488118	-0.722674373356556	0.00605086180042737	Ethanol
C00469	Clostridium_hathewayi_12489931	-0.0379355284753569	1.26357987488118	-0.722674373356556	-0.0300222639102449	Ethanol
C00469	Clostridium_scindens_ATCC_35704	-0.000664592517907888	1.26357987488118	-0.722674373356556	-0.000525960037128941	Ethanol
C00469	Clostridium_spiroforme_DSM_1552	-0.000726866381794273	1.26357987488118	-0.722674373356556	-0.000575243715291543	Ethanol
C00469	Clostridium_symbiosum_WAL_14163	0.00318482264930426	1.26357987488118	-0.722674373356556	0.00252047592132135	Ethanol
C00469	Coprobacillus_sp_D7	-0.000496509288486081	1.26357987488118	-0.722674373356556	-0.00039293858532906	Ethanol
C00469	Erysipelotrichaceae_bacterium_5_2_54FAA	0	1.26357987488118	-0.722674373356556	0	Ethanol
C00469	Escherichia_coli_str_K_12_substr_MG1655	-0.00578424853085114	1.26357987488118	-0.722674373356556	-0.00457766750312881	Ethanol
C00469	Eubacterium_eligens_ATCC_27750	0.000337328730651557	1.26357987488118	-0.722674373356556	0.00026696272816412	Ethanol
C00469	Flavonifractor_plautii_ATCC_29863	-0.0000956631189864281	1.26357987488118	-0.722674373356556	-0.0000757080109363278	Ethanol
C00469	Parabacteroides_distasonis_ATCC_8503	0	1.26357987488118	-0.722674373356556	0	Ethanol
C00469	Parabacteroides_merdae_ATCC_43184	0	1.26357987488118	-0.722674373356556	0	Ethanol
C00469	Paraprevotella_clara_YIT_11840	0.00308736974981822	1.26357987488118	-0.722674373356556	0.00244335147400835	Ethanol
C00469	Pseudoflavonifractor_capillosus_strain_ATCC_29799	-0.00411394660402335	1.26357987488118	-0.722674373356556	-0.00325578674194238	Ethanol
C00469	Ruminococcus_sp_5_1_39BFAA	0.000674434137542763	1.26357987488118	-0.722674373356556	0.000533748717394049	Ethanol
C00469	Ruminococcus_torques_ATCC_27756	-0.000974503814849363	1.26357987488118	-0.722674373356556	-0.00077122454561173	Ethanol
C00469	Residual	1.25068969422085	1.26357987488118	-0.722674373356556	0.989798681574012	Ethanol
C00122	Akkermansia_muciniphila_ATCC_BAA_835	0	0.940239778449005	-0.00936919456315219	0	Fumarate
C00122	Alistipes_finegoldii_DSM_17242	0	0.940239778449005	-0.00936919456315219	0	Fumarate
C00122	Alistipes_onderdonkii_DSM_19147	0	0.940239778449005	-0.00936919456315219	0	Fumarate
C00122	Alistipes_putredinis_DSM_17216	-0.00000000000000000000699841865705552	0.940239778449005	-0.00936919456315219	-0.00000000000000000000744322758669062	Fumarate
C00122	Bacteroides_caccae_ATCC_43185	0	0.940239778449005	-0.00936919456315219	0	Fumarate
C00122	Bacteroides_cellulosilyticus_DSM_14838	0	0.940239778449005	-0.00936919456315219	0	Fumarate
C00122	Bacteroides_dorei_DSM_17855	0	0.940239778449005	-0.00936919456315219	0	Fumarate
C00122	Bacteroides_finegoldii_DSM_17565	0	0.940239778449005	-0.00936919456315219	0	Fumarate
C00122	Bacteroides_fragilis_YCH46	0	0.940239778449005	-0.00936919456315219	0	Fumarate
C00122	Bacteroides_ovatus_ATCC_8483	0	0.940239778449005	-0.00936919456315219	0	Fumarate
C00122	Bacteroides_thetaiotaomicron_VPI_5482	0	0.940239778449005	-0.00936919456315219	0	Fumarate
C00122	Bacteroides_uniformis_ATCC_8492	0	0.940239778449005	-0.00936919456315219	0	Fumarate
C00122	Bacteroides_vulgatus_ATCC_8482	0	0.940239778449005	-0.00936919456315219	0	Fumarate
C00122	Burkholderiales_bacterium_1_1_47	-0.000897074795032147	0.940239778449005	-0.00936919456315219	-0.000954091515370619	Fumarate
C00122	Clostridiales_sp_1_7_47FAA	-0.000054467593918813	0.940239778449005	-0.00936919456315219	-0.0000579294719998565	Fumarate
C00122	Clostridium_bolteae_ATCC_BAA_613	0.000239177178748366	0.940239778449005	-0.00936919456315219	0.000254378919325139	Fumarate
C00122	Clostridium_hathewayi_12489931	0.000240717751361681	0.940239778449005	-0.00936919456315219	0.000256017408409121	Fumarate
C00122	Clostridium_scindens_ATCC_35704	-0.0000115022697449514	0.940239778449005	-0.00936919456315219	-0.0000122333366536834	Fumarate
C00122	Clostridium_spiroforme_DSM_1552	0	0.940239778449005	-0.00936919456315219	0	Fumarate
C00122	Clostridium_symbiosum_WAL_14163	0.0000298847297548708	0.940239778449005	-0.00936919456315219	0.0000317841580837687	Fumarate
C00122	Coprobacillus_sp_D7	0	0.940239778449005	-0.00936919456315219	0	Fumarate
C00122	Erysipelotrichaceae_bacterium_5_2_54FAA	0.000000000000000000000191261861960623	0.940239778449005	-0.00936919456315219	0.000000000000000000000203418177303797	Fumarate
C00122	Escherichia_coli_str_K_12_substr_MG1655	0.000281024750332282	0.940239778449005	-0.00936919456315219	0.000298886259413374	Fumarate
C00122	Eubacterium_eligens_ATCC_27750	0.0000117497172155191	0.940239778449005	-0.00936919456315219	0.0000124965115120966	Fumarate
