noiseLevel	SimRun	TimePoint	compound	Species	totFlux	cumulFlux
5	1	577	26dap_M[env]	BcaccaeAGORA	0	0
5	1	577	3mop[env]	BcaccaeAGORA	0	0
5	1	577	4abut[env]	BcaccaeAGORA	0	0
5	1	577	ac[env]	BcaccaeAGORA	0.000146644393858426	0.0203886832948994
5	1	577	ala_L[env]	BcaccaeAGORA	-0.000101823600377405	-0.0145041519491453
5	1	577	amylopect900[env]	BcaccaeAGORA	0	0
5	1	577	amylose300[env]	BcaccaeAGORA	0	0
5	1	577	arg_L[env]	BcaccaeAGORA	-0.00000632280194933774	-0.000872416352750689
5	1	577	asn_L[env]	BcaccaeAGORA	-0.0000710055606662847	-0.00956170196824856
5	1	577	asp_L[env]	BcaccaeAGORA	0	0
5	1	577	but[env]	BcaccaeAGORA	0	0
5	1	577	ca2[env]	BcaccaeAGORA	-0.000000171288339206848	-0.0000236342604682112
5	1	577	cgly[env]	BcaccaeAGORA	0	0
5	1	577	cit[env]	BcaccaeAGORA	0	0
5	1	577	cl[env]	BcaccaeAGORA	-0.000000171288339206848	-0.0000236342604682112
5	1	577	co2[env]	BcaccaeAGORA	0.000407486231080814	0.0560619096872404
5	1	577	cobalt2[env]	BcaccaeAGORA	-0.000000171288339206848	-0.0000236342604682112
5	1	577	csn[env]	BcaccaeAGORA	0	0
5	1	577	cu2[env]	BcaccaeAGORA	-0.000000171288339206848	-0.0000236342604682112
5	1	577	cys_L[env]	BcaccaeAGORA	0	0
5	1	577	etoh[env]	BcaccaeAGORA	0	0
5	1	577	fe2[env]	BcaccaeAGORA	-0.000000171288339206848	-0.0000236342604682112
5	1	577	fe3[env]	BcaccaeAGORA	-0.000000171288339206848	-0.0000236342604682112
5	1	577	fol[env]	BcaccaeAGORA	0	0
5	1	577	for[env]	BcaccaeAGORA	0.00000102773003524109	0.000141805562809267
5	1	577	fru[env]	BcaccaeAGORA	-0.0000768113608678984	-0.0106653133873585
5	1	577	gal[env]	BcaccaeAGORA	-0.0000873083573687395	-0.0119250325701797
5	1	577	glc_D[env]	BcaccaeAGORA	-0.0000684901444321077	-0.00950990642608389
5	1	577	gln_L[env]	BcaccaeAGORA	0	0
5	1	577	glu_L[env]	BcaccaeAGORA	0	0
5	1	577	gly[env]	BcaccaeAGORA	0	0
5	1	577	glyc[env]	BcaccaeAGORA	0	0
5	1	577	gua[env]	BcaccaeAGORA	0	0
5	1	577	h2[env]	BcaccaeAGORA	0	0
5	1	577	h2o[env]	BcaccaeAGORA	0.000232521810099633	0.0326494564883852
5	1	577	h2s[env]	BcaccaeAGORA	-0.00000229422935629238	-0.000316556365900367
5	1	577	h[env]	BcaccaeAGORA	0.000524957220664282	0.0724432108979203
5	1	577	his_L[env]	BcaccaeAGORA	0	0
5	1	577	ile_L[env]	BcaccaeAGORA	0	0
5	1	577	indole[env]	BcaccaeAGORA	0	0
5	1	577	isobut[env]	BcaccaeAGORA	0	0
5	1	577	k[env]	BcaccaeAGORA	-0.000000171288339206848	-0.0000236342604682112
5	1	577	leu_L[env]	BcaccaeAGORA	-0.00000962139765877993	-0.00132755457486945
5	1	577	lys_L[env]	BcaccaeAGORA	-0.00000731595584071045	-0.00100945112033854
5	1	577	malttr[env]	BcaccaeAGORA	0	0
5	1	577	met_L[env]	BcaccaeAGORA	-0.00000344685375744009	-0.000475594777066497
5	1	577	mg2[env]	BcaccaeAGORA	-0.000000171288339206848	-0.0000236342604682112
5	1	577	mn2[env]	BcaccaeAGORA	-0.000000171288339206848	-0.0000236342604682112
5	1	577	mqn7[env]	BcaccaeAGORA	0	0
5	1	577	nac[env]	BcaccaeAGORA	-0.000000342576678413666	-0.0000472685209364225
5	1	577	nh4[env]	BcaccaeAGORA	0.00031577940109262	0.0430379018197519
5	1	577	ocdca[env]	BcaccaeAGORA	0	0
5	1	577	orn[env]	BcaccaeAGORA	0	0
5	1	577	pac[env]	BcaccaeAGORA	0	0
5	1	577	phe_L[env]	BcaccaeAGORA	0	0
5	1	577	pheme[env]	BcaccaeAGORA	0	0
5	1	577	pi[env]	BcaccaeAGORA	-0.0000254485770672234	-0.0035113791267821
5	1	577	pnto_R[env]	BcaccaeAGORA	0	0
5	1	577	ppa[env]	BcaccaeAGORA	0.000708922807963086	0.0978599134044316
5	1	577	pro_L[env]	BcaccaeAGORA	-0.0000997118457869663	-0.0135450999398194
5	1	577	ptrc[env]	BcaccaeAGORA	0	0
5	1	577	pydx[env]	BcaccaeAGORA	0.0000443049753185816	0.00624814809070526
5	1	577	pydxn[env]	BcaccaeAGORA	-0.0000444762636577884	-0.00627178235117347
5	1	577	q8[env]	BcaccaeAGORA	0	0
5	1	577	ribflv[env]	BcaccaeAGORA	0	0
5	1	577	ser_L[env]	BcaccaeAGORA	-0.0000973165428746022	-0.0130914306658397
5	1	577	sheme[env]	BcaccaeAGORA	0	0
5	1	577	so4[env]	BcaccaeAGORA	-0.000000171288339206848	-0.0000236342604682112
5	1	577	succ[env]	BcaccaeAGORA	-0.00000376363776526824	-0.000879889240443016
5	1	577	sucr[env]	BcaccaeAGORA	-0.000048124588400041	-0.00666738914374119
5	1	577	thm[env]	BcaccaeAGORA	0	0
5	1	577	thr_L[env]	BcaccaeAGORA	-0.0000389002243265972	-0.00540021837130118
5	1	577	trp_L[env]	BcaccaeAGORA	0	0
